Year	State	ICD-10 113 Cause	Deaths
2016	Virginia	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	353
2016	Virginia	"#Legal intervention (Y35,Y89.0)"	11
2016	Washington	Accidental discharge of firearms (W32-W34)	0
2016	Washington	Intentional self-harm (suicide) by discharge of firearms (X72-X74)	515
2016	Washington	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	146
2016	Washington	"#Legal intervention (Y35,Y89.0)"	19
2016	West Virginia	Accidental discharge of firearms (W32-W34)	0
2016	West Virginia	Intentional self-harm (suicide) by discharge of firearms (X72-X74)	238
2016	West Virginia	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	78
2016	West Virginia	"#Legal intervention (Y35,Y89.0)"	11
2016	Wisconsin	Accidental discharge of firearms (W32-W34)	0
2016	Wisconsin	Intentional self-harm (suicide) by discharge of firearms (X72-X74)	455
2016	Wisconsin	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	188
2016	Wisconsin	"#Legal intervention (Y35,Y89.0)"	0
2016	Wyoming	Accidental discharge of firearms (W32-W34)	0
2016	Wyoming	Intentional self-harm (suicide) by discharge of firearms (X72-X74)	87
2016	Wyoming	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	11
2016	Wyoming	"#Legal intervention (Y35,Y89.0)"	0
